RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1325,15733789,Jones,775,Germany,Female,33,8,0.0,1,1,0,52265.73,0
1326,15659676,Harris,773,Germany,Female,40,6,15771.86,2,1,0,96985.99,1
1327,15759024,Bartlett,566,France,Female,52,0,0.0,2,1,1,79792.95,0
1328,15773532,Robinson,669,France,Female,38,1,26729.9,1,0,0,125175.16,0
1329,15690397,Lewis,731,Spain,Male,39,10,0.0,1,1,0,2559.27,1
1330,15672847,White,679,Spain,Male,53,7,0.0,1,1,1,126480.19,0
1331,15693607,Harris,790,France,Male,40,0,0.0,1,1,0,95030.27,0
1332,15749521,Chu,610,France,Male,56,1,0.0,1,0,0,160074.11,1
1333,15764608,Jones,643,Germany,Male,25,4,0.0,2,1,0,57423.84,0
1334,15664077,Chu,672,Spain,Male,43,5,0.0,1,1,0,156944.74,0
1335,15638258,Brown,730,Germany,Female,58,0,0.0,1,1,0,191253.82,1
1336,15779374,Johnson,631,Spain,Male,63,0,0.0,2,1,1,90768.22,1
1337,15759937,Miller,739,Spain,Male,34,1,110200.29,2,1,1,73068.75,0
1338,15737717,Taylor,805,Spain,Male,36,2,112308.22,2,0,1,171117.54,0
1339,15719771,Martin,599,Germany,Male,58,8,12212.01,1,1,1,47122.88,0
1340,15638000,Taylor,634,Spain,Male,35,2,0.0,2,1,0,146553.96,0
1341,15626737,Robinson,743,Spain,Male,33,7,71336.28,1,1,1,114539.5,1
1342,15611485,Thompson,836,France,Male,34,5,0.0,1,1,0,86276.46,0
1343,15638565,Bearce,711,France,Male,30,9,2607.28,2,1,1,38438.53,0
1344,15756594,Hargrave,573,Spain,Male,28,4,54307.37,2,1,0,2677.29,0
1345,15719614,Obinna,669,France,Male,37,8,30832.48,2,0,0,107679.71,0
1346,15665155,Jackson,743,France,Male,22,7,4187.18,2,0,1,11594.86,0
1347,15786240,Smith,571,Spain,Male,32,10,68047.17,2,1,1,21315.31,0
1348,15652487,Smith,545,Spain,Female,54,2,159041.23,2,0,1,120887.48,0
1349,15729948,Harris,616,France,Male,47,6,112442.6,1,0,0,48144.69,0
1350,15612342,Smith,713,France,Female,33,3,17179.56,1,0,0,137846.5,0
1351,15640806,Garcia,517,France,Male,41,7,0.0,2,0,1,29622.6,0
1352,15648770,Mitchell,582,France,Female,38,6,0.0,2,1,1,14097.51,0
1353,15678623,Chu,676,Spain,Male,31,2,10385.92,1,1,0,104801.79,1
1354,15703177,Jackson,755,Germany,Female,18,6,15337.42,2,0,0,47713.37,0
1355,15731026,Bartlett,678,Spain,Male,30,5,0.0,1,0,1,85420.92,0
1356,15675629,Obinna,686,France,Male,35,5,106211.87,2,1,0,21848.3,0
1357,15720993,Smith,747,France,Female,64,10,144812.85,2,1,0,58546.74,0
1358,15783675,Jones,804,Spain,Male,45,9,0.0,2,0,0,11856.85,1
1359,15726944,Wilson,794,France,Male,38,2,74115.96,1,1,0,162149.75,0
1360,15705947,Bearce,451,France,Female,44,3,0.0,1,1,0,878.97,1
1361,15626399,Mitchell,659,Spain,Female,41,3,0.0,2,1,1,191915.68,0
1362,15728177,Thompson,738,Spain,Female,32,5,43829.52,1,0,0,54461.6,1
1363,15709575,Martin,814,Germany,Female,38,8,0.0,2,1,0,15597.85,0
1364,15710904,Davis,712,Germany,Male,35,4,118304.86,2,1,0,171041.1,1
1365,15786178,Thompson,566,France,Female,23,7,0.0,2,1,1,133682.9,1
1366,15630678,Harris,579,Spain,Male,33,4,74883.38,1,1,0,170561.68,1
1367,15676218,Boni,582,Spain,Male,38,5,0.0,2,0,1,109244.02,0
1368,15663230,Smith,679,France,Female,43,5,0.0,2,1,1,51549.21,0
1369,15674055,Thomas,603,France,Male,39,3,0.0,1,0,0,19718.72,0
1370,15787445,Jones,354,Spain,Female,48,9,0.0,2,0,0,109418.28,1
1371,15762552,Boni,535,France,Male,37,9,0.0,1,0,0,129477.95,0
1372,15799908,Garcia,606,Spain,Male,52,4,0.0,1,1,0,89370.74,1
1373,15672258,Mitchell,517,Spain,Female,41,3,0.0,2,1,0,66486.28,1
1374,15639986,Smith,532,Spain,Female,43,1,0.0,1,1,1,169752.27,0
1375,15755232,Mitchell,848,Germany,Male,41,1,89162.54,1,1,1,128006.9,0
1376,15685595,Smith,649,France,Female,34,7,140419.49,1,0,1,30305.59,0
1377,15701358,Taylor,612,France,Male,45,3,0.0,1,1,0,183516.68,0
1378,15664929,Taylor,714,Germany,Male,33,8,0.0,2,1,0,34186.01,1
1379,15673506,Williams,761,France,Female,29,5,80492.88,1,0,0,178436.02,0
1380,15634911,Thompson,850,Germany,Male,41,4,67490.74,2,1,1,8394.66,0
1381,15687127,Clark,815,France,Male,38,6,0.0,2,1,0,194172.76,0
1382,15762893,Obinna,692,France,Male,31,5,106384.19,2,1,1,100166.39,0
1383,15791607,Anderson,501,France,Male,40,3,0.0,1,1,1,24634.35,0
1384,15713453,He,552,Spain,Male,45,9,26690.78,2,1,1,21652.47,0
1385,15684458,Robinson,611,France,Female,37,8,0.0,1,1,1,83590.21,1
1386,15612175,Johnson,699,France,Male,55,5,0.0,1,1,1,84702.04,0
1387,15719235,Wilson,659,France,Male,50,2,114786.42,2,1,1,116194.74,1
1388,15654771,Boni,507,France,Male,34,3,94852.68,1,1,0,71457.4,0
1389,15727157,Thompson,489,Spain,Male,27,3,30223.36,2,1,1,101846.51,0
1390,15721300,Obinna,675,Germany,Male,37,7,49808.06,2,1,0,120846.53,1
1391,15686925,White,661,France,Male,43,4,0.0,2,1,1,172406.38,1
1392,15666358,Brown,629,France,Male,22,7,127419.28,1,0,0,191775.97,0
1393,15748399,He,696,Spain,Male,22,10,0.0,2,0,1,176636.1,0
1394,15647057,Thompson,770,Germany,Male,26,7,0.0,2,1,0,16369.43,1
1395,15606150,Thompson,680,France,Female,50,5,91575.17,1,1,0,60283.67,0
1396,15604425,Thomas,558,France,Male,53,4,147140.38,1,1,1,25959.84,0
1397,15616032,Obinna,835,France,Male,28,1,103933.66,1,1,0,118025.75,0
1398,15602198,Lewis,632,France,Male,25,0,76209.7,1,1,0,143321.79,0
1399,15791572,Robinson,654,Spain,Female,41,6,104610.14,1,1,1,142155.43,0
1400,15784466,Williams,586,France,Female,40,9,0.0,2,1,0,91051.73,0
1401,15751151,Anderson,545,Spain,Female,27,9,76711.85,2,1,0,121557.07,1
1402,15767292,Mitchell,553,France,Female,28,10,111133.87,1,0,1,56027.73,0
1403,15772946,Robinson,532,France,Female,32,6,0.0,1,0,0,134718.12,1
1404,15744931,Brown,358,Spain,Female,34,1,85503.63,1,1,0,30993.29,0
1405,15781532,Thompson,634,France,Female,42,2,147430.37,1,1,0,20394.8,0
1406,15762491,Robinson,756,Germany,Male,18,10,152501.7,1,1,1,74708.16,0
1407,15718865,Jones,554,Spain,Male,58,7,0.0,2,1,1,156690.55,0
1408,15739777,White,850,Spain,Female,42,3,0.0,1,0,0,52589.09,0
1409,15773952,Taylor,784,France,Female,39,4,0.0,1,0,0,39750.48,0
1410,15623236,Harris,648,France,Male,32,6,49530.87,1,1,0,181138.4,1
1411,15687955,Smith,542,Germany,Male,30,7,72825.33,1,1,0,113838.77,0
1412,15703145,Martin,495,France,Female,31,0,85067.61,2,1,0,39097.3,0
1413,15746430,Anderson,638,France,Female,34,6,0.0,1,1,0,37398.38,0
1414,15694914,Onio,656,France,Female,43,2,0.0,2,1,0,23580.41,0
1415,15702870,Lewis,630,Germany,Female,50,4,0.0,1,1,0,24781.66,1
1416,15716243,Garcia,753,France,Male,24,0,75368.72,1,0,0,160562.81,0
1417,15614596,Boni,795,Spain,Male,34,10,2194.45,2,1,0,160612.75,0
1418,15764644,He,695,Spain,Male,40,2,40921.64,2,1,1,190725.28,0
1419,15732351,Hill,701,France,Female,41,4,0.0,1,1,0,59490.46,0
1420,15794269,Martin,619,Spain,Male,33,0,0.0,1,1,1,114658.63,1
1421,15711496,Bearce,649,France,Male,35,1,86900.25,2,1,1,107435.07,1
1422,15730273,Johnson,689,France,Male,36,2,44200.58,2,1,0,20440.24,0
1423,15793588,Smith,619,France,Male,27,7,0.0,1,1,0,104873.36,0
1424,15738155,Boni,714,Spain,Male,29,4,0.0,2,1,1,42396.97,0
1425,15720674,Boni,547,France,Female,20,4,171531.66,1,1,0,48700.75,1
1426,15720307,Wilson,578,France,Female,50,2,0.0,3,1,1,164220.52,1
1427,15748843,Hill,548,Spain,Female,44,8,58386.22,1,1,1,59690.92,1
1428,15761047,Thomas,585,France,Male,25,8,88375.06,2,1,0,155887.89,0
1429,15776720,Thompson,622,Spain,Female,27,1,0.0,2,0,0,12653.11,0
1430,15779357,Bearce,749,France,Male,25,7,0.0,2,0,0,108292.5,0
1431,15619063,Mitchell,654,Spain,Male,29,0,10756.88,1,0,1,129274.36,0
1432,15667642,Obinna,525,Germany,Male,41,4,81881.71,1,1,1,157543.07,1
1433,15690093,He,514,Spain,Female,67,6,111284.39,2,1,1,152904.66,1
1434,15768671,Harris,609,Spain,Male,34,7,137255.69,1,1,1,51996.91,1
1435,15782992,Bearce,730,Spain,Male,43,7,52511.6,2,1,1,129105.02,0
1436,15759601,Clark,786,France,Male,37,5,0.0,1,0,0,36117.04,0
1437,15635954,Bartlett,495,Spain,Male,41,6,0.0,1,1,1,31932.6,0
1438,15627856,Hill,686,Germany,Male,36,3,0.0,1,1,0,38951.62,0
1439,15602573,Taylor,611,France,Male,50,9,0.0,1,1,0,41480.45,0
1440,15635367,He,618,Spain,Male,44,6,36391.9,1,1,1,30706.36,1
1441,15699608,Chu,546,France,Male,38,6,26013.28,1,0,1,66302.84,0
1442,15660774,Bartlett,628,France,Male,45,8,164441.33,1,1,0,142486.9,0
1443,15623752,Thomas,542,France,Female,48,10,58993.38,2,1,0,157039.59,0
1444,15655029,White,624,Germany,Male,31,1,70674.41,1,1,1,69256.07,0
1445,15748757,Wilson,761,Germany,Male,43,10,236512.59,2,0,0,145449.01,1
1446,15730282,Bartlett,711,Germany,Male,47,7,58844.66,2,0,0,154168.35,0
1447,15651693,Jackson,835,France,Female,43,8,53130.98,2,1,0,77427.12,1
1448,15716739,Williams,701,Germany,Female,46,2,0.0,3,1,1,198965.76,1
1449,15655961,Hargrave,666,Spain,Male,39,7,0.0,1,1,1,110517.62,0
1450,15726678,He,703,France,Female,44,0,42527.06,1,0,0,140220.17,1
1451,15674532,White,574,Germany,Female,54,9,34432.91,2,0,0,20122.56,0
1452,15681994,Hargrave,447,France,Female,28,4,28095.41,2,1,1,112865.31,0
1453,15656133,Taylor,727,France,Male,38,0,160506.71,1,0,0,146561.64,0
1454,15661268,Martin,475,Germany,Female,31,0,25382.8,1,1,1,106355.12,0
1455,15769315,Miller,758,France,Female,32,5,32041.8,2,1,1,169686.06,1
1456,15788456,Brown,722,Germany,Female,43,4,69528.49,2,1,1,14788.52,0
1457,15631653,Bartlett,567,Germany,Female,22,4,0.0,2,1,0,177452.9,0
1458,15757729,Lewis,607,France,Female,27,1,56720.72,1,0,0,154122.16,0
1459,15771024,Onio,648,France,Female,51,9,51034.98,2,0,1,721.32,0
1460,15753252,Mitchell,560,Spain,Male,25,8,56595.85,2,0,1,16401.13,0
1461,15721829,Anderson,702,France,Male,53,4,0.0,2,1,0,21127.38,1
1462,15728377,Martin,710,Germany,Female,38,2,119104.16,2,0,1,81997.95,0
1463,15601622,Lewis,510,Spain,Male,38,10,0.0,2,1,0,27395.24,0
1464,15648756,Brown,570,Spain,Male,32,6,0.0,2,1,0,8159.94,1
1465,15640809,Hill,646,Germany,Male,35,5,89147.03,1,1,0,164774.75,0
1466,15616725,Hill,760,France,Female,41,10,0.0,2,1,0,42987.5,0
1467,15792468,Onio,713,France,Female,36,5,69990.75,1,1,0,120729.61,0
1468,15651226,Thompson,423,France,Male,30,4,0.0,2,1,1,117806.68,0
1469,15681182,Jackson,621,Germany,Female,45,3,0.0,2,1,1,160652.96,0
1470,15629402,Anderson,695,France,Female,51,5,0.0,1,1,0,108230.01,1
1471,15604263,Bearce,572,Spain,Male,22,6,64816.21,2,1,0,194450.77,0
1472,15777900,Williams,564,Germany,Male,60,7,95405.99,2,0,1,106133.44,0
1473,15647924,Wilson,577,France,Female,41,1,188740.07,1,1,0,134727.16,0
1474,15674182,Garcia,620,France,Female,43,3,130908.41,2,0,1,181270.93,0
1475,15790124,Hill,555,Germany,Male,54,10,0.0,1,0,1,144033.89,1
1476,15742736,Hargrave,714,France,Female,18,6,34383.98,2,1,1,145873.84,0
1477,15635737,Anderson,566,Spain,Female,23,2,59651.88,1,1,1,11606.68,1
1478,15701332,Martin,549,Spain,Male,18,4,0.0,2,1,1,16876.65,0
1479,15689563,Clark,611,Spain,Female,26,9,0.0,2,1,1,54935.15,1
1480,15760445,Bartlett,793,Germany,Male,44,6,127632.29,1,1,1,112564.51,0
1481,15767469,Jones,700,Spain,Female,26,8,98838.45,2,1,1,176891.4,0
1482,15728575,White,707,Germany,Male,29,5,34568.67,1,1,0,17531.31,0
1483,15701371,Thompson,677,France,Female,31,1,39593.09,2,1,1,28421.81,0
1484,15638709,Williams,558,Germany,Male,37,8,78263.79,1,0,1,105766.94,0
1485,15792192,Brown,587,France,Male,36,5,0.0,3,0,1,27626.11,1
1486,15750322,Martin,571,France,Male,30,9,0.0,2,1,0,93762.33,1
1487,15621172,Martin,755,Spain,Male,28,1,0.0,2,1,0,180673.34,0
1488,15611555,Hargrave,678,Spain,Female,35,0,0.0,2,1,0,149368.92,0
1489,15653276,Chu,488,Germany,Male,39,3,0.0,2,1,0,149327.72,0
1490,15657492,Mitchell,790,France,Female,52,1,94098.33,1,1,0,83437.71,0
1491,15784074,Brown,617,Germany,Female,28,6,0.0,1,1,1,134954.07,0
1492,15689599,Clark,713,France,Female,37,10,0.0,1,1,1,147373.48,0
1493,15755834,Chu,752,France,Male,18,6,138691.92,2,0,1,4050.18,0
1494,15611046,Thompson,401,Spain,Female,49,2,135025.97,1,1,0,162874.26,1
1495,15716021,Jackson,694,France,Male,37,10,109324.22,1,1,0,178397.03,0
1496,15759841,Chu,625,France,Male,46,9,0.0,2,1,0,24259.59,1
1497,15784374,Hill,415,Spain,Male,51,0,0.0,2,1,1,168186.02,0
1498,15754222,Onio,540,France,Female,43,1,0.0,1,1,1,71656.11,0
1499,15799319,Chu,605,Germany,Female,40,7,36577.95,1,1,0,63615.77,0
1500,15604853,Boni,732,Germany,Female,19,3,0.0,1,1,1,121004.65,0
1501,15720900,Obinna,632,Germany,Male,37,2,62014.29,1,1,1,162438.82,1
1502,15752864,Smith,664,France,Female,28,9,56600.21,3,0,0,79368.08,0
1503,15659129,Thomas,615,France,Male,27,6,251733.4,1,1,1,126594.51,0
1504,15714130,Brown,755,France,Male,19,9,89314.51,2,1,1,165737.35,0
1505,15798370,Anderson,700,Germany,Female,36,3,63470.67,2,0,1,156802.37,0
1506,15763059,Jones,665,France,Male,30,1,48639.67,1,0,1,55256.89,0
1507,15746922,Johnson,539,France,Male,31,2,0.0,1,0,0,141205.93,0
1508,15743184,Thompson,661,Spain,Female,28,3,101545.7,1,1,0,127516.17,0
1509,15721789,Davis,850,France,Male,52,0,0.0,1,1,0,138168.64,0
1510,15755130,Garcia,727,Spain,Female,28,7,7116.06,1,1,1,84884.68,1
1511,15776492,Hargrave,578,Spain,Female,34,10,0.0,2,1,1,4080.83,1
1512,15638890,He,829,Spain,Male,36,7,0.0,2,1,0,68192.58,1
1513,15666017,Wilson,574,Spain,Female,36,4,20319.85,1,0,0,147544.3,0
1514,15778376,Jackson,719,Germany,Female,56,5,67855.97,2,1,1,154925.98,0
1515,15763993,Anderson,645,Germany,Male,18,3,103919.98,1,1,0,173999.43,0
1516,15732596,He,667,Germany,Male,41,10,0.0,2,0,1,46180.46,1
1517,15700424,Martin,671,France,Female,47,2,0.0,2,1,0,130279.99,0
1518,15615048,Martin,625,France,Female,41,2,0.0,2,1,0,40253.13,0
1519,15766183,Bartlett,612,France,Male,60,3,50574.95,1,1,1,34111.15,0
1520,15768976,Johnson,522,France,Female,52,5,34177.42,1,1,1,140116.59,0
1521,15654912,Taylor,540,Spain,Male,31,1,58676.19,1,1,1,34771.33,0
1522,15634008,Thomas,682,Spain,Female,36,5,0.0,2,0,0,6464.84,0
1523,15731132,Davis,583,Spain,Female,46,7,177455.32,1,1,0,121256.95,1
1524,15683559,Anderson,561,France,Male,37,8,17154.95,1,1,0,6856.79,0
1525,15655337,Bearce,850,France,Female,37,3,0.0,2,1,1,107345.9,0
1526,15710616,Taylor,850,Spain,Male,59,4,182485.07,2,0,0,160975.26,1
1527,15613350,Jackson,706,France,Female,48,7,132851.89,2,1,0,8835.34,1
1528,15624354,Mitchell,719,Spain,Male,59,9,38001.32,2,0,1,134008.57,1
1529,15645186,Thompson,571,Spain,Male,38,1,0.0,1,1,1,14572.56,0
1530,15628145,Miller,535,Germany,Male,40,9,0.0,1,1,1,124549.41,1
1531,15765092,Boni,616,France,Male,42,1,62137.8,1,1,0,174204.88,0
1532,15686123,Williams,650,France,Female,45,8,68540.82,2,1,0,85900.89,0
1533,15620581,Bearce,719,France,Female,35,10,108368.4,2,1,1,75596.65,0
1534,15688929,Lewis,472,Germany,Female,29,5,25046.11,1,1,1,164503.44,0
1535,15623051,Jackson,850,Spain,Male,30,9,35756.12,1,1,1,125516.4,0
1536,15651474,Clark,674,France,Female,37,8,51931.9,1,0,0,90015.92,0
1537,15691748,Miller,499,France,Male,22,9,54465.61,2,1,1,125808.55,0
1538,15725995,Wilson,665,Germany,Male,42,6,215030.06,1,1,0,60250.12,1
1539,15669626,Clark,562,France,Male,18,4,173444.1,1,0,0,182417.01,0
1540,15606960,Jackson,555,Spain,Female,23,8,2056.26,1,1,0,1293.46,1
1541,15766844,Hill,546,France,Male,51,8,0.0,1,1,0,53694.49,1
1542,15752592,Davis,625,Spain,Male,39,1,0.0,1,1,0,167665.73,1
1543,15780553,Hill,850,Spain,Male,43,7,0.0,2,1,1,39796.46,1
1544,15636408,Robinson,658,Spain,Male,42,7,0.0,1,1,0,46974.39,0
1545,15694006,He,717,France,Female,58,1,25103.5,2,1,0,112342.74,1
1546,15657134,Onio,741,France,Male,51,9,0.0,1,1,1,135220.37,1
1547,15751563,Johnson,635,Spain,Male,55,6,0.0,1,1,1,8376.12,0
1548,15732413,Robinson,537,Spain,Female,33,0,969.11,1,1,0,165658.29,0
1549,15775695,Robinson,494,Germany,Female,37,4,94489.65,2,0,1,113669.43,0
1550,15690327,Anderson,612,France,Male,24,4,84212.19,2,1,1,9550.16,0
1551,15731410,Smith,760,France,Female,48,9,0.0,1,1,0,107803.72,0
1552,15743326,White,740,Spain,Male,46,4,0.0,1,1,0,32772.84,0
1553,15782932,Martin,674,France,Female,31,1,0.0,2,1,1,28207.45,1
1554,15611344,Anderson,687,France,Female,33,2,0.0,2,0,0,112233.88,1
1555,15732822,Smith,636,France,Male,43,5,2303.03,2,0,0,141275.64,0
1556,15785828,Bearce,603,Spain,Female,36,0,152105.3,2,1,1,57205.68,0
1557,15667957,Miller,578,France,Male,32,5,0.0,1,0,0,181801.63,0
1558,15705423,He,507,Germany,Female,35,5,104353.46,2,1,1,84236.79,0
1559,15658053,Martin,824,France,Female,34,6,0.0,2,1,0,73157.65,0
1560,15746968,Bearce,666,France,Male,42,8,67286.29,2,0,0,115239.92,1
1561,15786833,White,607,Germany,Male,36,8,123140.68,1,1,0,156892.48,0
1562,15793624,Harris,826,France,Male,18,3,0.0,2,1,0,15984.44,1
1563,15677454,White,845,France,Female,38,1,134284.71,1,1,1,169641.08,0
1564,15690600,Obinna,850,Germany,Female,31,4,0.0,2,1,1,99893.81,0
1565,15722732,Hargrave,625,France,Male,45,0,116650.0,2,1,0,104272.34,0
1566,15759007,Anderson,660,France,Male,40,4,4955.54,1,1,0,166263.02,0
1567,15637641,Martin,713,Spain,Male,32,9,0.0,2,1,1,111610.06,0
1568,15629711,Clark,811,Spain,Female,32,2,177178.89,1,1,0,89314.4,0
1569,15670342,Thompson,656,France,Female,40,6,73279.81,1,1,0,165552.88,0
1570,15706896,Bartlett,554,France,Male,38,6,0.0,2,0,0,192993.79,0
1571,15743254,Chu,576,France,Male,35,2,43866.9,2,1,0,150084.35,0
1572,15687833,Garcia,764,Spain,Male,37,4,50774.86,1,1,0,182994.21,1
1573,15656276,Anderson,710,Germany,Male,43,8,0.0,1,1,1,155491.8,0
1574,15619541,Thompson,633,France,Male,22,3,183036.84,2,1,0,158040.53,0
1575,15694457,Wilson,626,Spain,Male,53,1,0.0,1,1,1,44281.61,1
1576,15644813,Robinson,633,Germany,Female,34,2,66527.2,2,1,0,185622.22,0
1577,15768270,Thompson,770,France,Male,50,10,49698.08,2,1,0,22843.07,1
1578,15739892,Thomas,573,France,Male,59,0,59812.55,1,1,1,106282.36,1
1579,15624070,Onio,532,France,Female,44,4,0.0,2,1,1,2582.84,0
1580,15742194,Hill,826,Spain,Female,19,8,0.0,1,1,0,72965.06,0
1581,15680559,Hill,652,Germany,Female,27,1,33831.52,1,1,1,137274.74,0
1582,15641786,Bearce,642,France,Male,43,2,131957.11,1,1,0,7043.44,1
1583,15737809,Jones,715,Germany,Female,32,2,99693.97,1,0,1,14406.86,0
1584,15636062,Anderson,554,Germany,Male,53,6,15563.3,1,1,0,106754.48,1
1585,15785309,Brown,722,France,Male,31,9,232911.67,1,1,0,11778.62,0
1586,15651571,Bartlett,612,France,Female,44,6,0.0,1,1,1,61193.61,0
1587,15625510,Brown,759,Germany,Female,37,10,0.0,1,1,1,152235.14,0
1588,15619426,Williams,501,France,Female,39,0,0.0,1,1,1,63951.17,0
1589,15637265,Chu,693,France,Male,45,2,97593.11,1,0,1,79211.54,0
1590,15748922,Boni,627,France,Male,18,0,0.0,1,0,0,153877.69,1
1591,15666150,Onio,581,France,Male,38,8,134133.69,3,1,0,29706.55,1
1592,15687312,Mitchell,724,Germany,Male,48,6,0.0,1,0,0,167362.55,1
1593,15689613,Thompson,635,France,Male,27,4,0.0,2,0,0,1990.42,0
1594,15674910,Miller,695,Germany,Male,45,6,20672.66,1,1,0,47363.4,1
1595,15652375,Chu,772,France,Male,36,2,0.0,2,0,0,81108.15,0
1596,15721826,Brown,726,Germany,Female,32,2,5295.5,3,0,0,42928.96,1
1597,15635435,Onio,545,France,Female,36,0,0.0,2,0,0,166693.95,0
1598,15696443,Jackson,597,Germany,Female,52,4,0.0,1,1,1,185765.97,0
1599,15788204,Thomas,694,Germany,Female,40,6,20439.44,1,1,1,58074.61,0
1600,15734055,Smith,727,Germany,Male,26,2,0.0,2,1,0,25461.37,0
1601,15751734,Hargrave,612,Spain,Male,41,4,25912.34,1,0,1,161888.11,1
1602,15623510,Clark,669,France,Male,39,9,117292.85,2,1,0,198847.92,0
1603,15772070,Hargrave,668,Spain,Male,50,0,127112.6,2,1,1,120402.63,1
1604,15787918,Lewis,682,Spain,Female,38,6,0.0,1,1,1,197068.83,0
1605,15694071,Robinson,535,Germany,Female,49,10,0.0,1,1,1,4523.6,0
1606,15606640,Anderson,512,Spain,Female,39,7,0.0,1,1,1,154834.16,0
1607,15644547,Lewis,430,France,Male,42,7,73099.39,1,1,0,100668.65,0
1608,15654620,Williams,660,France,Female,31,0,0.0,2,1,1,79237.12,0
1609,15746389,He,517,Germany,Male,44,3,94749.63,2,1,0,116729.22,1
1610,15715608,Thompson,850,Spain,Male,59,8,12658.24,2,1,1,48152.53,0
1611,15607564,Thomas,713,France,Male,56,1,0.0,2,0,0,94877.08,0
1612,15758417,Taylor,535,Germany,Female,27,0,0.0,3,1,0,100809.73,1
1613,15713824,Davis,760,Spain,Female,21,5,100782.97,2,1,1,152180.6,0
1614,15679273,Harris,760,Spain,Male,42,10,0.0,2,1,1,112158.34,0
1615,15674859,Jones,768,France,Male,36,10,20506.77,2,1,0,111037.77,0
1616,15710017,Brown,571,France,Male,30,0,0.0,1,0,0,7045.32,0
1617,15723618,Chu,719,France,Male,60,5,22793.16,1,1,1,168685.34,0
1618,15783465,Obinna,769,Germany,Female,69,0,8002.79,2,1,0,88543.62,0
1619,15797153,Hargrave,802,Spain,Female,20,5,0.0,1,1,0,175423.01,0
1620,15725341,Lewis,502,Germany,Female,31,8,143596.77,1,1,1,169615.11,0
1621,15629430,Clark,628,Spain,Male,26,4,25649.92,2,0,1,118416.89,0
1622,15627788,Hargrave,568,Spain,Male,30,3,8119.29,1,1,0,2451.96,0
1623,15779615,Brown,830,Germany,Female,50,7,43738.76,1,1,0,86112.49,1
1624,15744991,Harris,697,France,Female,41,3,0.0,1,0,0,52622.09,0
1625,15669346,Thompson,736,France,Male,47,3,121261.78,1,1,1,34158.69,1
1626,15696122,Thomas,696,France,Female,52,10,125415.31,2,0,1,106941.37,0
1627,15639974,Williams,686,France,Male,42,8,0.0,2,1,1,73547.87,0
1628,15707309,Taylor,566,France,Female,29,0,88399.58,1,0,0,148029.99,0
1629,15616371,Harris,606,France,Male,44,2,0.0,1,1,0,49263.74,0
1630,15645084,Taylor,656,France,Female,37,10,54034.59,1,0,0,111140.62,0
1631,15760701,Boni,587,Germany,Male,37,3,0.0,2,1,0,100987.15,1
1632,15782256,Onio,569,France,Male,30,7,0.0,1,1,0,81662.45,0
1633,15661916,Robinson,630,Germany,Male,48,0,148038.64,1,0,0,172344.14,1
1634,15673972,Smith,591,Germany,Male,44,2,0.0,2,1,1,121032.17,1
1635,15793259,Williams,654,Germany,Male,47,1,0.0,1,0,1,154310.92,0
1636,15612984,Hargrave,607,Germany,Female,29,5,204862.05,2,1,1,161965.85,0
1637,15633039,Chu,583,Germany,Male,49,8,9377.61,1,1,1,29643.81,0
1638,15685431,Bartlett,560,Spain,Female,42,9,0.0,1,1,1,14723.73,0
1639,15683691,Thomas,650,France,Male,48,8,91221.9,2,1,0,17017.88,0
1640,15658606,Smith,736,France,Male,31,9,0.0,1,1,0,90973.19,1
1641,15741688,Williams,713,France,Female,40,4,0.0,1,1,1,77232.69,0
1642,15702665,Williams,501,Germany,Male,50,2,0.0,1,1,0,189958.3,0
1643,15705373,Jones,733,France,Female,44,7,74914.31,1,1,1,85622.7,1
1644,15781144,Clark,712,France,Female,37,8,22429.45,2,1,1,29307.81,0
1645,15624574,He,736,France,Female,44,8,134951.69,1,0,0,32903.73,0
1646,15734502,Mitchell,755,Germany,Male,29,10,116870.78,1,1,0,67761.21,1
1647,15743748,Smith,579,Germany,Male,45,0,0.0,1,1,1,170018.51,0
1648,15741888,Brown,620,France,Female,48,9,62414.69,2,0,1,138013.78,0
1649,15632733,He,823,France,Male,43,4,0.0,2,1,1,153944.26,0
1650,15602050,He,817,Spain,Female,38,9,122196.97,2,1,0,62915.75,0
1651,15709996,Chu,642,Spain,Male,42,8,0.0,2,0,1,100509.92,0
1652,15633933,Chu,708,France,Male,38,10,0.0,2,1,0,179686.29,0
1653,15624951,Brown,716,Spain,Female,37,2,118078.63,1,1,1,135180.37,0
1654,15632413,Thompson,820,France,Female,46,6,0.0,2,1,0,140513.96,1
1655,15765873,White,683,France,Male,54,8,0.0,2,0,1,28822.19,0
1656,15786691,Robinson,532,France,Male,40,1,0.0,2,1,0,128409.55,1
1657,15763985,Bartlett,603,Spain,Female,33,1,0.0,2,0,1,126382.11,0
1658,15712573,Smith,850,France,Male,29,4,70352.7,1,1,1,153192.64,0
1659,15771672,Hill,527,France,Male,32,7,130182.41,2,0,0,133442.72,1
1660,15788847,Martin,654,Spain,Male,60,9,60978.34,1,1,0,141031.02,1
1661,15766472,Williams,850,Germany,Male,55,4,80858.54,2,1,0,161293.93,1
1662,15735566,Onio,572,Spain,Female,48,7,137837.92,1,1,0,151066.9,0
1663,15722744,Hargrave,385,France,Female,51,3,0.0,1,0,0,137011.56,0
